"id","name","pokemonBase","tipo1","tipo2","ps","ataque","defensa","ataqueEsp","defensaEsp","velocidad","sprite","slug"
"ninjask","Ninjask","Ninjask","Bicho","Volador","61","90","45","50","50","160","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Ninjask"
"noctowl","Noctowl","Noctowl","Normal","Volador","100","50","50","86","96","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Noctowl"
"noibat","Noibat","Noibat","Volador","Dragón","40","30","35","45","40","55","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Noibat"
"noivern","Noivern","Noivern","Volador","Dragón","85","70","80","97","80","123","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Noivern"
"nosepass","Nosepass","Nosepass","Roca",,"30","45","135","45","90","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Nosepass"
"numel","Numel","Numel","Fuego","Tierra","60","60","40","65","45","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20251020084956/Tipo_hada_LPZA.png/80px-Tipo_hada_LPZA.png","Numel"
"nuzleaf","Nuzleaf","Nuzleaf","Planta","Siniestro","70","70","40","60","40","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Nuzleaf"
"nymble","Nymble","Nymble","Bicho",,"33","46","40","21","25","45","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Nymble"
"obstagoon","Obstagoon","Obstagoon","Siniestro","Normal","93","90","101","60","81","95","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Obstagoon"
"octillery","Octillery","Octillery","Agua",,"75","105","75","105","75","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Octillery"
"oddish","Oddish","Oddish","Planta","Veneno","45","50","55","75","65","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Oddish"
"ogerpon","Ogerpon","Ogerpon","Planta",,"80","120","84","60","96","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Ogerpon"
"oinkologne-hembra","Oinkologne hembra","Oinkologne","Normal",,"115","90","70","59","90","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Oinkologne"
"oinkologne-macho","Oinkologne macho","Oinkologne","Normal",,"110","100","75","59","80","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Oinkologne"
"okidogi","Okidogi","Okidogi","Veneno","Lucha","88","128","115","58","86","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Okidogi"
"omanyte","Omanyte","Omanyte","Roca","Agua","35","40","100","90","55","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/32/latest/20251020084942/Tipo_hielo_LPZA.png/80px-Tipo_hielo_LPZA.png","Omanyte"
"omastar","Omastar","Omastar","Roca","Agua","70","60","125","115","70","55","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Omastar"
"ondulagua","Ondulagua","Ondulagua","Agua","Dragón","99","83","91","125","83","109","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Ondulagua"
"onix","Onix","Onix","Roca","Tierra","35","45","160","30","45","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Onix"
"oranguru","Oranguru","Oranguru","Normal","Psíquico","90","60","80","90","110","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Oranguru"
"orbeetle","Orbeetle","Orbeetle","Bicho","Psíquico","60","45","110","80","120","90","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Orbeetle"
"oricorio","Oricorio","Oricorio","Volador",,"75","70","70","98","70","93","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Oricorio"
"orthworm","Orthworm","Orthworm","Acero",,"70","85","145","60","55","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Orthworm"
"oshawott","Oshawott","Oshawott","Agua",,"55","55","45","63","45","45","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Oshawott"
"overqwil","Overqwil","Overqwil","Siniestro","Veneno","85","115","95","65","65","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Overqwil"
"pachirisu","Pachirisu","Pachirisu","Eléctrico",,"60","45","70","45","90","95","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Pachirisu"
"palkia","Palkia","Palkia","Agua","Dragón","90","120","100","150","120","100","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Palkia"
"palossand","Palossand","Palossand","Fantasma","Tierra","85","75","110","100","75","35","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Palossand"
"palpitoad","Palpitoad","Palpitoad","Agua","Tierra","75","65","55","65","55","69","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Palpitoad"
"pancham","Pancham","Pancham","Lucha",,"67","82","62","46","48","43","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Pancham"
"pangoro","Pangoro","Pangoro","Lucha","Siniestro","95","124","78","69","71","58","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Pangoro"
"panpour","Panpour","Panpour","Agua",,"50","53","48","53","48","64","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Panpour"
"pansage","Pansage","Pansage","Planta",,"50","53","48","53","48","64","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Pansage"
"pansear","Pansear","Pansear","Fuego",,"50","53","48","53","48","64","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Pansear"
"paras","Paras","Paras","Bicho","Planta","35","70","55","45","55","25","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Paras"
"parasect","Parasect","Parasect","Bicho","Planta","60","95","80","60","80","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20251020084928/Tipo_planta_LPZA.png/80px-Tipo_planta_LPZA.png","Parasect"
"passimian","Passimian","Passimian","Lucha",,"100","120","90","40","60","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Passimian"
"patrat","Patrat","Patrat","Normal",,"45","55","39","35","39","42","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Patrat"
"pawmi","Pawmi","Pawmi","Eléctrico",,"45","50","20","40","25","60","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Pawmi"
"pawmo","Pawmo","Pawmo","Eléctrico","Lucha","60","75","40","50","40","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Pawmo"
"pawmot","Pawmot","Pawmot","Eléctrico","Lucha","70","115","70","70","60","105","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Pawmot"
"pawniard","Pawniard","Pawniard","Siniestro","Acero","45","85","70","40","40","60","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Pawniard"
"pecharunt","Pecharunt","Pecharunt","Veneno","Fantasma","88","88","160","88","88","88","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/de/latest/20221208180734/Tipo_siniestro_EP.png/90px-Tipo_siniestro_EP.png","Pecharunt"
"pelarena","Pelarena","Pelarena","Eléctrico","Tierra","85","81","97","121","85","101","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Pelarena"
"pelipper","Pelipper","Pelipper","Agua","Volador","60","50","100","95","70","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Pelipper"
"perrserker","Perrserker","Perrserker","Acero",,"70","110","100","50","60","50","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Perrserker"
"persian","Persian","Persian","Normal",,"65","70","60","65","65","115","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Persian"
"persian-de-alola","Persian de Alola","Persian","Siniestro",,"65","60","60","75","65","115","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Persian_de_Alola"
"petilil","Petilil","Petilil","Planta",,"45","35","50","70","50","30","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Petilil"
"phanpy","Phanpy","Phanpy","Tierra",,"90","60","60","40","40","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20251020084914/Tipo_acero_LPZA.png/80px-Tipo_acero_LPZA.png","Phanpy"
"phantump","Phantump","Phantump","Fantasma","Planta","43","70","48","50","60","38","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Phantump"
"pheromosa","Pheromosa","Pheromosa","Bicho","Lucha","71","137","37","137","37","151","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Pheromosa"
"phione","Phione","Phione","Agua",,"80","80","80","80","80","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Phione"
"pichu","Pichu","Pichu","Eléctrico",,"20","40","15","35","35","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Pichu"
"pidgeot","Pidgeot","Pidgeot","Normal","Volador","83","80","75","70","70","101","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Pidgeot"
"pidgeotto","Pidgeotto","Pidgeotto","Normal","Volador","63","60","55","50","50","71","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Pidgeotto"
"pidgey","Pidgey","Pidgey","Normal","Volador","40","45","40","35","35","56","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20251020084914/Tipo_acero_LPZA.png/80px-Tipo_acero_LPZA.png","Pidgey"
"pidove","Pidove","Pidove","Normal","Volador","50","55","50","36","30","43","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Pidove"
"pignite","Pignite","Pignite","Fuego","Lucha","90","93","55","70","55","55","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084919/Tipo_fuego_LPZA.png/80px-Tipo_fuego_LPZA.png","Pignite"
"pikachu","Pikachu","Pikachu","Eléctrico",,"35","55","40","50","50","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Pikachu"
"pikipek","Pikipek","Pikipek","Normal","Volador","35","75","30","30","30","65","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Pikipek"
"piloswine","Piloswine","Piloswine","Hielo","Tierra","100","100","80","60","60","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Piloswine"
"pincurchin","Pincurchin","Pincurchin","Eléctrico",,"48","101","95","91","85","15","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Pincurchin"
"pineco","Pineco","Pineco","Bicho",,"50","65","90","35","35","15","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Pineco"
"pinsir","Pinsir","Pinsir","Bicho",,"65","125","100","55","70","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Pinsir"
"Mega-Pinsir","Mega-Pinsir","Pinsir","Bicho","Volador","65","155","120","65","90","105","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Pinsir"
"piplup","Piplup","Piplup","Agua",,"53","51","53","61","56","40","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Piplup"
"plusle","Plusle","Plusle","Eléctrico",,"60","50","40","85","75","95","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Plusle"
"poipole","Poipole","Poipole","Veneno",,"67","73","67","73","67","73","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Poipole"
"politoed","Politoed","Politoed","Agua",,"90","75","75","90","100","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Politoed"
"poliwag","Poliwag","Poliwag","Agua",,"40","50","40","40","40","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Poliwag"
"poliwhirl","Poliwhirl","Poliwhirl","Agua",,"65","65","65","50","50","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a9/latest/20210524164845/Poliwhirl_HOME.png/100px-Poliwhirl_HOME.png","Poliwhirl"
"poliwrath","Poliwrath","Poliwrath","Agua","Lucha","90","95","95","70","90","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Poliwrath"
"poltchageist","Poltchageist","Poltchageist","Planta","Fantasma","40","45","45","74","54","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Poltchageist"
"polteageist","Polteageist","Polteageist","Fantasma",,"60","65","65","134","114","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Polteageist"
"ponyta","Ponyta","Ponyta","Fuego",,"50","85","55","65","65","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084919/Tipo_fuego_LPZA.png/80px-Tipo_fuego_LPZA.png","Ponyta"
"ponyta-de-galar","Ponyta de Galar","Ponyta","Psíquico",,"50","85","55","65","65","90","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Ponyta_de_Galar"
"poochyena","Poochyena","Poochyena","Siniestro",,"35","55","35","30","30","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Poochyena"
"popplio","Popplio","Popplio","Agua",,"50","54","54","66","56","40","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Popplio"
"porygon","Porygon","Porygon","Normal",,"65","60","70","85","75","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ac/latest/20210524165034/Porygon_HOME.png/100px-Porygon_HOME.png","Porygon"
"porygon-z","Porygon-Z","Porygon-Z","Normal",,"85","80","70","135","75","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Porygon-Z"
"porygon2","Porygon2","Porygon2","Normal",,"85","80","90","105","95","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Porygon2"
"primarina","Primarina","Primarina","Agua","Hada","80","74","74","126","116","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Primarina"
"primeape","Primeape","Primeape","Lucha",,"65","105","60","60","70","95","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Primeape"
"prinplup","Prinplup","Prinplup","Agua",,"64","66","68","81","76","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Prinplup"
"probopass","Probopass","Probopass","Roca","Acero","60","55","145","75","150","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20251020084900/Tipo_roca_LPZA.png/80px-Tipo_roca_LPZA.png","Probopass"
"psyduck","Psyduck","Psyduck","Agua",,"50","52","48","65","50","55","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Psyduck"
"pupitar","Pupitar","Pupitar","Roca","Tierra","70","84","70","65","70","51","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20251020084900/Tipo_roca_LPZA.png/80px-Tipo_roca_LPZA.png","Pupitar"
"purrloin","Purrloin","Purrloin","Siniestro",,"41","50","37","50","37","66","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Purrloin"
"purugly","Purugly","Purugly","Normal",,"71","82","64","64","59","112","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Purugly"
"pyroar","Pyroar","Pyroar","Fuego","Normal","86","68","72","109","66","106","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Pyroar"
"pyukumuku","Pyukumuku","Pyukumuku","Agua",,"55","60","130","30","130","5","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Pyukumuku"
"quagsire","Quagsire","Quagsire","Agua","Tierra","95","85","85","65","65","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/32/latest/20251020084942/Tipo_hielo_LPZA.png/80px-Tipo_hielo_LPZA.png","Quagsire"
"quaquaval","Quaquaval","Quaquaval","Agua","Lucha","85","120","80","85","75","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Quaquaval"
